time [ms], BMP temp [degC], BMP pres [], BMP alt [], BNO x [deg], BNO y [deg], BNO z [deg], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
548056, 24.36, 723.86, 2748.26, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.51, 4.86, -0.09, -8.75, -0.00, -0.01, 0.01, -25.95, 31.95, -63.60
548095, 24.36, 723.86, 2748.27, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.18, 4.94, -0.06, -8.73, -0.00, -0.00, 0.01, -25.95, 31.95, -63.60
548134, 24.36, 723.86, 2748.29, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.51, 4.86, -0.09, -8.71, -0.00, -0.01, 0.00, -25.95, 31.20, -63.60
548175, 24.36, 723.86, 2748.28, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.46, 4.90, -0.08, -8.73, -0.01, -0.00, 0.01, -25.95, 31.20, -63.60
548219, 24.36, 723.86, 2748.33, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.32, 4.82, -0.05, -8.75, -0.00, 0.00, 0.00, -27.15, 31.80, -63.75
548258, 24.36, 723.86, 2748.29, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.37, 4.93, -0.06, -8.74, -0.00, -0.01, 0.00, -27.15, 31.80, -63.75
548302, 24.36, 723.86, 2748.28, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.32, 4.90, -0.06, -8.75, -0.01, -0.00, 0.01, -27.15, 31.80, -63.75
548341, 24.36, 723.86, 2748.33, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.13, 4.87, -0.08, -8.68, -0.00, 0.00, 0.01, -27.15, 31.05, -63.45
548380, 24.36, 723.86, 2748.35, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.46, 4.91, 0.00, -8.67, -0.01, -0.00, 0.01, -27.15, 31.05, -63.45
548420, 24.36, 723.85, 2748.38, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.13, 4.93, -0.11, -8.73, 0.00, 0.00, 0.01, -27.00, 31.65, -63.60
548460, 24.36, 723.85, 2748.39, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.65, 321.09, 183.20, 5, 26.32, 4.87, -0.06, -8.68, 0.00, 0.00, 0.00, -27.00, 31.65, -63.60
548499, 24.36, 723.85, 2748.45, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.82, -0.06, -8.67, -0.00, -0.01, 0.00, -27.00, 31.65, -63.60
548547, 24.36, 723.84, 2748.49, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.87, -0.06, -8.72, -0.00, -0.01, 0.00, -27.00, 31.65, -63.60
548586, 24.36, 723.83, 2748.61, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.90, -0.02, -8.72, -0.01, -0.00, 0.01, -27.00, 31.65, -63.60
548625, 24.36, 723.83, 2748.62, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.88, -0.03, -8.70, 0.00, -0.01, 0.00, -27.00, 31.65, -63.60
548668, 24.36, 723.83, 2748.59, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.90, -0.05, -8.70, -0.00, 0.00, 0.00, -27.00, 31.65, -63.60
548707, 24.36, 723.83, 2748.66, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.94, -0.04, -8.71, 0.00, -0.01, 0.01, -27.60, 30.60, -64.20
548748, 24.36, 723.82, 2748.74, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.86, -0.01, -8.76, -0.01, -0.01, 0.01, -27.60, 30.60, -64.20
548794, 24.36, 723.83, 2748.69, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.84, -0.06, -8.69, 0.00, -0.01, 0.00, -27.60, 30.60, -64.20
548832, 24.36, 723.82, 2748.73, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 25.98, 4.92, -0.07, -8.73, -0.00, 0.00, 0.01, -26.40, 32.55, -63.75
548871, 24.36, 723.83, 2748.69, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.27, 4.90, -0.05, -8.69, -0.01, 0.00, 0.01, -26.40, 32.55, -63.75
548912, 24.36, 723.83, 2748.69, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.87, -0.09, -8.73, -0.01, -0.00, 0.00, -28.50, 31.95, -63.60
548951, 24.36, 723.82, 2748.76, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.89, -0.03, -8.73, -0.00, -0.00, 0.01, -28.50, 31.95, -63.60
548991, 24.36, 723.81, 2748.81, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.96, -0.06, -8.71, -0.01, -0.00, 0.00, -28.50, 31.95, -63.60
549035, 24.36, 723.82, 2748.77, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.87, -0.13, -8.70, -0.01, -0.00, 0.00, -27.75, 33.15, -62.55
549073, 24.36, 723.82, 2748.75, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.18, 4.91, -0.04, -8.69, -0.01, 0.00, 0.00, -27.75, 33.15, -62.55
549112, 24.36, 723.81, 2748.83, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.87, -0.01, -8.74, -0.00, -0.01, 0.01, -26.25, 32.70, -63.30
549152, 24.36, 723.81, 2748.90, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.84, -0.07, -8.71, -0.01, -0.01, 0.01, -26.25, 32.70, -63.30
549192, 24.36, 723.81, 2748.89, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.82, -0.09, -8.75, -0.00, -0.00, 0.01, -26.25, 32.70, -63.30
549232, 24.36, 723.81, 2748.88, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.87, -0.13, -8.73, 0.00, -0.00, 0.00, -26.85, 32.55, -65.25
549272, 24.36, 723.80, 2748.99, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.18, 4.86, -0.02, -8.71, -0.00, 0.00, 0.01, -26.85, 32.55, -65.25
549313, 24.36, 723.79, 2749.03, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.27, 4.90, -0.06, -8.64, -0.00, -0.00, 0.01, -27.60, 31.35, -63.45
549352, 24.36, 723.79, 2749.05, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.13, 4.89, -0.06, -8.73, -0.00, -0.00, 0.00, -27.60, 31.35, -63.45
549393, 24.36, 723.79, 2749.07, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.13, 4.88, -0.08, -8.69, -0.01, -0.00, 0.01, -27.60, 31.35, -63.45
549433, 24.36, 723.78, 2749.17, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.56, 4.88, -0.05, -8.74, 0.00, -0.00, 0.01, -26.85, 31.05, -64.20
549473, 24.36, 723.77, 2749.26, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.90, -0.05, -8.73, 0.00, -0.00, 0.00, -26.85, 31.05, -64.20
549512, 24.36, 723.77, 2749.30, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.18, 4.90, -0.10, -8.78, -0.00, -0.00, 0.01, -27.60, 31.35, -62.70
549562, 24.36, 723.78, 2749.19, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.87, -0.06, -8.72, -0.00, -0.01, 0.01, -27.60, 31.35, -62.70
549602, 24.36, 723.79, 2749.12, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.88, -0.07, -8.74, -0.00, 0.00, 0.01, -27.60, 31.35, -62.70
549640, 24.36, 723.78, 2749.20, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.89, -0.09, -8.73, -0.01, 0.00, 0.01, -26.85, 31.35, -63.75
549682, 24.36, 723.78, 2749.22, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.89, -0.02, -8.68, -0.00, -0.00, 0.01, -26.85, 31.35, -63.75
549722, 24.36, 723.77, 2749.31, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.87, -0.06, -8.71, -0.00, -0.00, 0.01, -26.85, 31.35, -63.75
549762, 24.36, 723.77, 2749.27, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.89, -0.06, -8.74, -0.00, -0.00, 0.01, -26.85, 31.35, -63.75
549807, 24.36, 723.78, 2749.22, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.84, -0.07, -8.71, -0.01, -0.00, 0.01, -26.85, 31.35, -63.75
549847, 24.36, 723.77, 2749.26, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.87, -0.06, -8.75, -0.00, -0.00, 0.00, -26.85, 31.35, -63.75
549885, 24.36, 723.76, 2749.37, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.88, -0.07, -8.72, -0.00, -0.00, 0.01, -26.85, 31.35, -63.75
549926, 24.36, 723.77, 2749.35, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.89, -0.05, -8.69, -0.00, 0.00, 0.01, -26.85, 32.55, -63.45
549965, 24.36, 723.77, 2749.32, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.85, -0.07, -8.70, -0.00, -0.01, 0.01, -26.85, 32.55, -63.45
550005, 24.36, 723.76, 2749.41, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.87, -0.05, -8.73, -0.01, 0.00, 0.00, -26.85, 32.55, -63.45
550051, 24.36, 723.76, 2749.39, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.81, -0.06, -8.69, -0.00, 0.00, 0.01, -26.25, 32.40, -63.30
550089, 24.36, 723.76, 2749.44, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.90, -0.12, -8.76, 0.00, -0.00, 0.00, -26.25, 32.40, -63.30
550127, 24.36, 723.75, 2749.48, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.89, -0.09, -8.79, 0.00, -0.01, 0.01, -27.15, 32.10, -64.50
550168, 24.36, 723.75, 2749.52, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.56, 4.89, -0.06, -8.74, -0.00, 0.00, 0.00, -27.15, 32.10, -64.50
550206, 24.36, 723.75, 2749.52, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.83, -0.09, -8.77, -0.00, -0.00, 0.00, -27.15, 32.10, -64.50
550246, 24.36, 723.74, 2749.58, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.90, -0.05, -8.65, -0.00, -0.00, 0.01, -27.60, 31.05, -63.75
550290, 24.36, 723.74, 2749.62, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.27, 4.89, -0.01, -8.72, -0.00, -0.00, 0.01, -27.60, 31.05, -63.75
550328, 24.36, 723.73, 2749.70, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.86, -0.05, -8.73, -0.00, -0.00, 0.00, -27.60, 31.35, -62.70
550367, 24.36, 723.73, 2749.68, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.82, -0.02, -8.71, -0.01, -0.00, 0.00, -27.60, 31.35, -62.70
550406, 24.36, 723.73, 2749.76, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.56, 4.91, -0.04, -8.68, -0.00, -0.00, 0.00, -27.60, 31.35, -62.70
550446, 24.36, 723.72, 2749.87, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.86, -0.05, -8.77, -0.01, -0.00, 0.01, -27.15, 32.10, -63.45
550486, 24.36, 723.72, 2749.80, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 25.98, 4.92, -0.07, -8.69, -0.00, -0.00, 0.01, -27.15, 32.10, -63.45
550532, 24.36, 723.72, 2749.82, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.03, 4.88, -0.06, -8.68, -0.01, -0.00, 0.01, -27.15, 32.10, -64.20
550573, 24.36, 723.72, 2749.88, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.88, -0.08, -8.74, -0.01, -0.00, 0.01, -27.15, 32.10, -64.20
550611, 24.36, 723.72, 2749.80, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.90, -0.09, -8.71, -0.00, 0.00, 0.00, -27.15, 32.10, -64.20
550653, 24.36, 723.72, 2749.79, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.87, -0.06, -8.71, -0.00, -0.01, 0.01, -27.60, 31.35, -62.70
550692, 24.36, 723.72, 2749.86, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.90, -0.11, -8.72, -0.00, -0.00, 0.00, -27.60, 31.35, -62.70
550730, 24.36, 723.72, 2749.86, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.87, -0.04, -8.66, -0.00, -0.00, 0.01, -27.75, 31.95, -63.30
550777, 24.36, 723.72, 2749.87, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.89, -0.04, -8.71, -0.00, -0.01, 0.01, -27.75, 31.95, -63.30
550817, 24.36, 723.72, 2749.88, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.87, -0.03, -8.70, -0.00, -0.00, 0.01, -26.70, 31.95, -64.35
550856, 24.36, 723.72, 2749.89, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.96, -0.05, -8.70, -0.00, 0.00, 0.01, -26.70, 31.95, -64.35
550901, 24.36, 723.71, 2749.91, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.90, -0.09, -8.72, -0.00, -0.00, 0.01, -26.70, 31.95, -64.35
550939, 24.36, 723.71, 2749.97, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.96, -0.05, -8.66, -0.01, -0.00, 0.01, -26.70, 31.95, -64.35
550978, 24.36, 723.70, 2750.08, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.18, 4.86, -0.07, -8.71, -0.00, -0.01, 0.01, -26.70, 31.95, -64.35
551024, 24.36, 723.70, 2750.11, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.84, -0.08, -8.70, -0.00, 0.00, 0.01, -26.70, 31.95, -64.35
551064, 24.36, 723.70, 2750.05, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.13, 4.87, -0.04, -8.72, -0.00, -0.00, 0.00, -26.70, 31.95, -64.35
551104, 24.36, 723.70, 2750.09, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.86, -0.05, -8.71, 0.00, -0.01, 0.01, -26.70, 31.95, -64.35
551144, 24.36, 723.70, 2750.08, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.27, 4.90, -0.09, -8.70, -0.00, -0.00, 0.00, -26.10, 32.55, -63.45
551183, 24.36, 723.69, 2750.15, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.18, 4.84, -0.09, -8.72, -0.01, 0.00, 0.00, -26.10, 32.55, -63.45
551222, 24.36, 723.69, 2750.18, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.13, 4.87, -0.03, -8.74, -0.01, -0.00, 0.00, -26.10, 33.30, -61.65
551267, 24.36, 723.69, 2750.16, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.93, -0.02, -8.71, -0.00, 0.00, 0.01, -26.10, 33.30, -61.65
551307, 24.36, 723.69, 2750.19, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.18, 4.92, -0.02, -8.73, -0.00, -0.00, 0.00, -26.10, 33.30, -61.65
551347, 24.36, 723.70, 2750.09, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.85, -0.01, -8.74, -0.00, 0.00, 0.01, -27.15, 31.80, -63.75
551389, 24.36, 723.70, 2750.07, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.91, -0.02, -8.74, -0.01, -0.00, 0.00, -27.15, 31.80, -63.75
551429, 24.36, 723.70, 2750.06, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.85, -0.05, -8.69, -0.00, -0.00, 0.00, -27.75, 31.95, -64.05
551468, 24.36, 723.70, 2750.11, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.83, -0.06, -8.68, -0.00, -0.00, 0.01, -27.75, 31.95, -64.05
551513, 24.36, 723.69, 2750.14, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.88, -0.04, -8.70, -0.00, -0.01, 0.00, -27.75, 31.95, -64.05
551552, 24.36, 723.68, 2750.29, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.85, 0.00, -8.64, 0.00, -0.00, 0.00, -26.70, 31.95, -64.05
551590, 24.36, 723.67, 2750.33, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.18, 4.89, -0.09, -8.69, -0.01, -0.01, 0.01, -26.70, 31.95, -64.05
551631, 24.36, 723.67, 2750.37, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.95, -0.06, -8.69, 0.00, 0.01, 0.00, -27.30, 31.20, -62.85
551670, 24.36, 723.67, 2750.36, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.86, -0.05, -8.73, -0.01, 0.00, 0.00, -27.30, 31.20, -62.85
551710, 24.36, 723.67, 2750.41, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.94, -0.04, -8.72, -0.00, -0.01, 0.01, -27.30, 31.20, -62.85
551757, 24.36, 723.66, 2750.49, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.90, -0.02, -8.72, -0.00, 0.00, 0.01, -27.00, 32.40, -64.05
551796, 24.36, 723.66, 2750.48, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.90, -0.06, -8.71, -0.00, -0.00, 0.00, -27.00, 32.40, -64.05
551834, 24.36, 723.66, 2750.50, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.93, -0.02, -8.69, -0.00, 0.00, 0.00, -25.95, 31.95, -63.60
551877, 24.36, 723.66, 2750.52, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.86, -0.08, -8.72, -0.01, 0.00, 0.01, -25.95, 31.95, -63.60
551915, 24.36, 723.66, 2750.49, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.84, -0.06, -8.73, -0.00, -0.00, 0.00, -25.95, 31.95, -63.60
551953, 24.36, 723.66, 2750.55, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.91, -0.06, -8.70, -0.00, -0.00, 0.00, -26.10, 32.55, -63.75
551999, 24.36, 723.65, 2750.61, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.56, 4.88, -0.04, -8.69, -0.01, -0.01, 0.00, -26.10, 32.55, -63.75
552039, 24.36, 723.65, 2750.57, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.90, -0.07, -8.69, -0.00, -0.00, 0.01, -26.10, 32.55, -63.75
552079, 24.36, 723.65, 2750.59, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.92, -0.12, -8.74, -0.00, 0.00, 0.01, -26.10, 32.55, -63.75
552121, 24.36, 723.65, 2750.64, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.88, -0.04, -8.74, -0.00, -0.00, 0.00, -26.10, 32.55, -63.75
552161, 24.36, 723.65, 2750.62, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.13, 4.94, -0.08, -8.71, -0.01, 0.00, 0.01, -26.10, 32.55, -63.75
552201, 24.36, 723.65, 2750.63, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.91, -0.04, -8.72, -0.00, -0.01, 0.01, -26.10, 32.55, -63.75
552249, 24.36, 723.65, 2750.64, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.56, 4.87, -0.06, -8.68, -0.01, -0.00, 0.01, -26.10, 32.55, -63.75
552288, 24.36, 723.65, 2750.64, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.85, -0.09, -8.71, -0.00, 0.00, 0.01, -26.10, 32.55, -63.75
552329, 24.36, 723.64, 2750.68, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.92, -0.09, -8.72, -0.01, -0.00, 0.00, -26.70, 31.65, -64.35
552370, 24.36, 723.64, 2750.76, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.18, 4.95, -0.05, -8.75, -0.00, -0.01, 0.01, -26.70, 31.65, -64.35
552410, 24.36, 723.63, 2750.83, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.94, -0.05, -8.72, -0.01, 0.00, 0.00, -26.70, 31.65, -64.35
552448, 24.36, 723.62, 2750.90, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.32, 4.88, -0.04, -8.70, -0.00, 0.00, 0.01, -25.80, 32.55, -64.20
552493, 24.36, 723.63, 2750.84, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.86, -0.06, -8.69, -0.00, -0.00, 0.00, -25.80, 32.55, -64.20
552533, 24.36, 723.63, 2750.78, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.81, -0.04, -8.70, -0.00, 0.00, 0.00, -27.00, 33.45, -64.05
552572, 24.36, 723.63, 2750.81, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.82, -0.05, -8.73, -0.00, -0.00, 0.01, -27.00, 33.45, -64.05
552613, 24.36, 723.63, 2750.83, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.65, 4.88, -0.03, -8.66, -0.00, -0.01, 0.01, -27.00, 33.45, -64.05
552653, 24.36, 723.62, 2750.92, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.90, -0.05, -8.68, 0.00, -0.01, 0.01, -26.70, 31.65, -64.05
552693, 24.36, 723.62, 2750.95, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.86, -0.06, -8.74, -0.01, -0.00, -0.00, -26.70, 31.65, -64.05
552740, 24.36, 723.62, 2750.92, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.91, -0.04, -8.71, -0.00, 0.00, 0.01, -26.10, 32.10, -63.45
552781, 24.36, 723.62, 2750.98, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.46, 4.88, -0.05, -8.67, -0.00, -0.00, 0.00, -26.10, 32.10, -63.45
552821, 24.36, 723.62, 2750.94, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.88, -0.04, -8.78, -0.01, -0.00, 0.01, -26.10, 32.10, -63.45
552864, 24.36, 723.62, 2750.97, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.37, 4.89, -0.10, -8.70, 0.00, -0.00, 0.01, -26.40, 31.80, -63.45
552902, 24.36, 723.61, 2751.02, 326.50, -31.56, -169.75, 3443.14, 8638.29, 0.71, 321.09, 183.20, 5, 26.51, 4.86, 0.02, -8.71, 0.00, -0.00, 0.01, -26.40, 31.80, -63.45
